zipcode,province,area
1113,Quezon,Dona Aurora
1125,Quezon,Dona Faustina Subd
1113,Quezon,Dona Jc)Sefa
1102,Quezon,Duyan-duyan
1102,Quezon,E. Roe)Riguez.
1109,Quezon,Escopa
1118,Quezon,Fairview
1121,Quezon,Fairview North
1122,Quezon,Fairview South
1113,Quezon,Gantol
1114,Quezon,Gintong Silahis
1117,Quezon,Gulod
1127,Quezon,Holy Spirit
1112,Quezon,Horseshoe
1111,Quezon,Immaculate Concepcion
1124,Quezon,Kaligayahan
1112,Quezon,Kalusugan
1102,Quezon,Kamias
1103,Quezon,Kamuning
1105,Quezon,Katipunan
1111,Quezon,Kaunlaran
1112,Quezon,Kristong Hari
1101,Quezon,Krus Na Ligas
1114,Quezon,La Loma
1103,Quezon,Langing Handa
1110,Quezon,Libis
1114,Quezon,Lourdes
1108,Quezon,Loyola Heights
1114,Quezon,Maharlika
1101,Quezon,Malaya
1109,Quezon,Mangga
1115,Quezon,Manresa
1112,Quezon,Mariana
1104,Quezon,Mariblo
1109,Quezon,Marilag
1109,Quezon,Masagana
1115,Quezon,Masambong
1114,Quezon,Matalahib
1119,Quezon,Matandang Balara
1109,Quezon,Milagrosa
1125,Quezon,Nagkaisang Nayon
1104,Quezon,Nayon Kaunlaran
1107,Quezon,New Era
1121,Quezon,Novaliches Proper
1103,Quezon,Obrero
1101,Quezon,Old Capitol Site
1114,Quezon,Paang Bundok
1115,Quezon,Pag-ibig Sa Nayon
1103,Quezon,Paligsahan
1105,Quezon,Paltok
1108,Quezon,Pansol
1104,Quezon,Paraiso
1118,Quezon,Pasong Putik
1107,Quezon,Pasong Tamo
1119,Quezon,Payatas
1104,Quezon,Phil-am
1111,Quezon,Pinagkaisahan
1100,Quezon,Pinahan
1109,Quezon,Project 4
1100,Quezon,Project 6
1105,Quezon,Project 7
1106,Quezon,Project 8
1100,Quezon,Quezon
1102,Quezon,Quirino Dist. (Proj. 2 & 3)
1105,Quezon,R. Magsaysay
1103,Quezon,Roxas District
1103,Quezon,Sacred Heart
1106,Quezon,Salumbato
1114,Quezon,Salvacion
1117,Quezon,San Agustin
1105,Quezon,San Antonio
1116,Quezon,San Bartolome
1113,Quezon,San Isidro
1114,Quezon,San Isidro Labrador
1115,Quezon,San Jose
1109,Quezon,San Roque
1101,Quezon,San Vicente
1116,Quezon,Sangandaan
1104,Quezon,Santa Cruz
1117,Quezon,Santa Lucia
1117,Quezon,Santa Monica
1114,Quezon,Santa Teresita
1116,Quezon,Sauyo
1114,Quezon,Sienna
1101,Quezon,Sikatuna Village
1102,Quezon,Silangan
1109,Quezon,Socorro
1103,Quezon,South Triangle
1110,Quezon,St. Ignatius
1111,Quezon,St. Martin De Porres
1114,Quezon,St. Peter
1105,Quezon,Sto. Cristo
1113,Quezon,Sto. Nino
1109,Quezon,Tagumpay
1110,Quezon,Talampas
1104,Quezon,Talayan
1116,Quezon,Talipapa
1116,Quezon,Tandang Sora
1113,Quezon,Tatalon
1101,Quezon,Teachers Village
1110,Quezon,Ugong Norte
1106,Quezon,Unang Sigaw
1101,Quezon,Univ. Of The Phils. Po
1101,Quezon,Up Village
1112,Quezon,Valencia
1128,Quezon,Vasra
1105,Quezon,Veterans Village
1109,Quezon,Villa Maria Clara
1120,Quezon,Violago Homes
1104,Quezon,West Triangle
1110,Quezon,White Plains
3403,Quirino,Aglipay
3400,Quirino,Cabarriguis
3401,Quirino,Diffun
3404,Quirino,Maddela
3405,Quirino,Nagtipunan (Abbag)
3402,Quirino,Saguday R
1930,Rizal,Angono
1870,Rizal,Antipolo
1970,Rizal,Baras
1940,Rizal,Binagonan
1900,Rizal,Cainta
1950,Rizal,Cardona
1990,Rizal,Jala-Jala
1860,Rizal,Montalban (Rodriguez)
1960,Rizal,Morong
1910,Rizal,Pilillia
1850,Rizal,San Mateo
1980,Rizal,Tanay
1920,Rizal,Taytay
1880,Rizal,Teresa
5509,Romblon,Alcantara
5515,Romblon,Banton (Jones)
5512,Romblon,Cajidiocan
5503,Romblon,Calatrava
5516,Romblon,Concepcion
5514,Romblon,Corcuera
5506,Romblon,Ferrol
5502,Romblon,Imelda
5507,Romblon,Looc
5511,Romblon,Magdiwang
5505,Romblon,Odiongan
5500,Romblon,Romblon
5501,Romblon,San Agustin
5504,Romblon,San Andres
5513,Romblon,San fernando
5510,Romblon,San Jose
5508,Romblon,Sta. Fe S
1504,San Juan,Eisenhower-crame
1503,San Juan,Greenhills North
1502,San Juan,Greenhills PO
1500,San Juan,San Juan CPO
9501,Sarangani,Alabel
9517,Sarangani,Glan
9514,Sarangani,Kiamba
9502,Sarangani,Maasim
9515,Sarangani,Maitum
9516,Sarangani,Malapatan
9503,Sarangani,Malungon
6230,Siquijor,Enrique Villanueva
6226,Siquijor,Larena
6228,Siquijor,Lazi
6229,Siquijor,Maria
6227,Siquijor,San Juan
6225,Siquijor,Siquijor
4701,Sorsogon,Bacon
4712,Sorsogon,Barcelona
4706,Sorsogon,Bulan
4704,Sorsogon,Bulusan
4702,Sorsogon,Casiguran
4713,Sorsogon,Castilla
4715,Sorsogon,Donsol
4710,Sorsogon,Gubat
4707,Sorsogon,Irosin
4703,Sorsogon,Juban
4705,Sorsogon,Magallanes
4708,Sorsogon,Matnog
4714,Sorsogon,Pilar
4711,Sorsogon,Prieto Diaz
4700,Sorsogon,Sorsogon
4709,Sorsogon,Sta. Magdalena
9511,South Cotabato,Banga
9500,South Cotabato,Gen. Santos
9506,South Cotabato,Koronadal
9508,South Cotabato,Norala
9504,South Cotabato,Polomolok
9509,South Cotabato,Sto. Niño
9512,South Cotabato,Surallah
9507,South Cotabato,Tampacan
9510,South Cotabato,Tantangan
9513,South Cotabato,T'boli
9505 South Cotabato,Tupi
6610,Southern,Leyte,Anahawan
6604,Southern,Leyte,Bontoc
6608,Southern,Leyte,Hinunangan
6609,Southern,Leyte,Hinundayan
6615,Southern,Leyte,Libagon
6612,Southern,Leyte,Liloan
6600,Southern,Leyte,Maasin
6601,Southern,Leyte,Macrohon
6603,Southern,Leyte,Malitbog
6601,Southern,Leyte,Padre Burgos
6614,Southern,Leyte,Pintuyan
6613,Southern,Leyte,San Francisco
6611,Southern,Leyte,San Juan (Cabalian)
6617,Southern,Leyte,San Ricardo
6607,Southern,Leyte,Silago
6606,Southern,Leyte,Sogod
6616,Southern,Leyte,St. bernard
6605,Southern,Leyte,Tomas Oppus
9810,Sultan Kudarat,Bagumbayan
9801,Sultan Kudarat,Columbio
9806,Sultan Kudarat,Esperanza (Ampatuan)
9805,Sultan Kudarat,Isulan
9808,Sultan Kudarat,Kalamansig
9807,Sultan Kudarat,Lebak (Salaman)
9803,Sultan Kudarat,Lutayan
9802,Sultan Kudarat,Mariano Marcos
9809,Sultan Kudarat,Palimbang
9804,Sultan Kudarat,Pres. Quirino
9811,Sultan Kudarat,Sen. Ninoy Aquino
9800,Sultan Kudarat,Takurong
7407,Sulu,Indanan
7400,Sulu,Jolo
7416,Sulu,Kalingalan Kalauang
7411,Sulu,Lugus
7404,Sulu,Luuk
7409,Sulu,Maimbung
7413,Sulu,Marungas
7402,Sulu,Panamao
7415,Sulu,Panglima Estino
7414,Sulu,Panguntaran
7408,Sulu,Parang
7405,Sulu,Pata
7401,Sulu,Patikul
7412,Sulu,Siasi
7403,Sulu,Talipao
7410,Sulu,Tapul
7406,Sulu,Tongkil
8425,Surigao del Norte,Alegria
8408,Surigao del Norte,Bacuag
8413,Surigao del Norte,Basilisa (Rizal)
8424,Surigao del Norte,Burgos
8411,Surigao del Norte,cagdianao
8410,Surigao del Norte,Claver
8417,Surigao del Norte,Dapa
8418,Surigao del Norte,Del carmen
8412,Surigao del Norte,Dinagat
8419,Surigao del Norte,Gen. Luna
8409,Surigao del Norte,Gigaquit
8414,Surigao del Norte,Libjo (Albor)
8415,Surigao del Norte,Loreto
8407,Surigao del Norte,Mainit
8402,Surigao del Norte,Malimano
8420,Surigao del Norte,Pilar
8405,Surigao del Norte,Placer
8423,Surigao del Norte,San Benito
8401,Surigao del Norte,San Francisco
8421,Surigao del Norte,San Isidro
8427,Surigao del Norte,San Jose
8404,Surigao del Norte,Sison
8416,Surigao del Norte,Socorro
8422,Surigao del Norte,Sta. Monica
8400,Surigao del Norte,Surigao
8403,Surigao del Norte,Tagan-an
8426,Surigao del Norte,Tubajon
8406,Surigao del Norte,Tubod
8309,Surigao del Sur,Barobo
8303,Surigao del Sur,Bayabas
8311,Surigao del Sur,Bislig
8304,Surigao del Sur,Cagwait
8317,Surigao del Sur,Cantillan
8315,Surigao del Sur,Carmen
8318,Surigao del Sur,Carrascal
8313,Surigao del Sur,Cortez
8310,Surigao del Sur,Hinatuan
8314,Surigao del Sur,Lanuza
8307,Surigao del Sur,Lianga
8312,Surigao del Sur,Lingig
8316,Surigao del Sur,Madrid
8306,Surigao del Sur,Marihatag
8305,Surigao del Sur,San Agustin
8301,Surigao del Sur,San Miguel
8308,Surigao del Sur,Tagbina
8302,Surigao del Sur,Tago
8300,Surigao del Sur,Tandag T
1636,Taguig,Bay Breeze Exec. Village
1631,Taguig,Bicutan
1632,Taguig,Bicutan Lower
1633,Taguig,Bicutan Upper
1630,Taguig,Bicutan Western
1638,Taguig,Ligid
1634,Taguig,Nichols ? Mckinley
1637,Taguig,Tuktukan
2310,Tarlac,Anao
2317,Tarlac,Bamnab
2306,Tarlac,Camiling
2315,Tarlac,Capas
2316,Tarlac,Concepcion
2302,Tarlac,Gerona
2314,Tarlac,La Paz
2304,Tarlac,Mayantoc
2308,Tarlac,Moncada
2307,Tarlac,Paniqui
2312,Tarlac,Pura
2311,Tarlac,Ramos
2305,Tarlac,San Clemente
2309,Tarlac,San Manuel
2301,Tarlac,San Miguel
2303,Tarlac,Sta. Ignacia
2300,Tarlac,Tarlac
2313,Tarlac,Victoria
7501,Tawi-Tawi,Balimbing
7500,Tawi-Tawi,Bongao
7508,Tawi-Tawi,Cagayan,de Sulu
7509,Tawi-Tawi,Languyan
7503,Tawi-Tawi,Sapa-Sapa
7505,Tawi-Tawi,Simunol
7506,Tawi-Tawi,Sitangkai
7504,Tawi-Tawi,South Ubian
7507,Tawi-Tawi,Taganak (Turtle Island)
7502,Tawi-Tawi,Tandu Bas

1444,Valenzuela,Arkong Bato-Rincon-Ppasolo-Mala
1445,Valenzuela,Balangkas-caloong
1443,Valenzuela,Dalandan-west Canumay
1447,Valenzuela,East Canumay ? Lawang Bato Pun
1442,Valenzuela,Fortune Vil. - Paso De Blas-ge
1441,Valenzuela,Karuhatan
1446,Valenzuela,Lingunan
1448,Valenzuela,Mapulang Lupa
1440,Valenzuela,Valenzuela Cpo-malinta
1469,Valenzuela,Valenzuela P.o. Boxes
560,Valenzuela,- Big Users Far East Bcasting. Corp.
550,Valenzuela,- Big Users Febias Col. Of Bible

6724,Western Samar,Almagro
6720,Western Samar,Basey
6710,Western Samar,Calbayog
6715,Western Samar,Calbiga
6700,Western Samar,Catbalogan
6722,Western Samar,Daram
6706,Western Samar,Gandara
6713,Western Samar,Hinbangan
6701,Western Samar,Jiabong
6721,Western Samar,Marabut
6708,Western Samar,Matuguinao
6702,Western Samar,Motiong
6705,Western Samar,Pagsangjan
6716,Western Samar,Pinabacdao
6707,Western Samar,San Jorge
6723,Western Samar,San Jose de Bauan
6714,Western Samar,San sebastian
6709,Western Samar,Sta. Margarita
6718,Western Samar,Sta. Rita
6711,Western Samar,Sto. Niño
6712,Western Samar,Tagapulan
6719,Western Samar,Talarora
6704,Western Samar,Tarangnan
6717,Western Samar,Villareal
6703,Western Samar,Wright
6725,Western Samar,Zumarraga Z
2202,Zambales,Botolan
2203,Zambales,Cabangan
2212,Zambales,Candelaria
2208,Zambales,Castillejos
2201,Zambales,Iba
2211,Zambales,Masinloc
2200,Zambales,Olongapo
2210,Zambales,Palauig
2206,Zambales,San Antonio
2204,Zambales,San Felipi
2207,Zambales,San Marcelino
2205,Zambales,San Narciso
2213,Zambales,Sta. Cruz
2209,Zambales,Subic
7123,Zamboanga del Norte,Baliguian
7101,Zamboanga del Norte,Dapitan
7100,Zamboanga del Norte,Dipolog
7118,Zamboanga del Norte,Gutalac
7111,Zamboanga del Norte,Jose Dalman (Ponot)
7124,Zamboanga del Norte,Kalawit
7109,Zamboanga del Norte,Katipunan
7119,Zamboanga del Norte,La Libertad
7117,Zamboanga del Norte,Labason
7115,Zamboanga del Norte,Liloy
7110,Zamboanga del Norte,Manukan
7107,Zamboanga del Norte,Mutia
7105,Zamboanga del Norte,Pinan
7106,Zamboanga del Norte,Polanco
7104,Zamboanga del Norte,Rizal
7102,Zamboanga del Norte,Roxas
7114,Zamboanga del Norte,salug
7108,Zamboanga del Norte,Sergio Osmeña
7113,Zamboanga del Norte,Siayan
7122,Zamboanga del Norte,Sibuco
7103,Zamboanga del Norte,Sibutad
7112,Zamboanga del Norte,Sindangan (Leon B. Postigo)
7120,Zamboanga del Norte,Siocon
7121,Zamboanga del Norte,Siraway
7116,Zamboanga del Norte,Tampilisan
7040,Zamboanga del Sur,Alicia
7020,Zamboanga del Sur,Aurora
7011,Zamboanga del Sur,Bayog
7009,Zamboanga del Sur,Buug
7032,Zamboanga del Sur,Dimataling
7030,Zamboanga del Sur,Dinas
7039,Zamboanga del Sur,Diplahan
7022,Zamboanga del Sur,Don Mariano Marcos
7015,Zamboanga del Sur,Dumalinao
7028,Zamboanga del Sur,Dumingag
7042,Zamboanga del Sur,Guipos
7007,Zamboanga del Sur,Imelda
7001,Zamboanga del Sur,Ipil
7027,Zamboanga del Sur,Josefina
7005,Zamboanga del Sur,Kabalasan
7013,Zamboanga del Sur,Kumalarang
7017,Zamboanga del Sur,Labangan
7014,Zamboanga del Sur,Lakewood
7037,Zamboanga del Sur,Lapuyan
7010,Zamboanga del Sur,Mabuhay
7026,Zamboanga del Sur,Mahayag
7038,Zamboanga del Sur,Malangas
7035,Zamboanga del Sur,Margo sa Tubig
7021,Zamboanga del Sur,Midsalip
7023,Zamboanga del Sur,Molave
7004,Zamboanga del Sur,Naga
7041,Zamboanga del Sur,Olutanga
7016,Zamboanga del Sur,Pagadian
7008,Zamboanga del Sur,Payao
7033,Zamboanga del Sur,Pitogo
7024,Zamboanga del Sur,Ramon Magsaysay
7002,Zamboanga del Sur,Roseller Lim
7029,Zamboanga del Sur,San Miguel
7031,Zamboanga del Sur,San Pablo
7006,Zamboanga del Sur,Siay
7034,Zamboanga del Sur,Tabina
7012,Zamboanga del Sur,Talusan
7025,Zamboanga del Sur,Tambulig
7043,Zamboanga del Sur,Tigbad
7003,Zamboanga del Sur,Titay
7019,Zamboanga del Sur,Tukuran
7018,Zamboanga del Sur,Tungawan
7036,Zamboanga del Sur,Vicencio Sagun
7000,Zamboanga del Sur,Zamboanga
